"","V1","V2"
"meantablerf",38.2592592592593,134.237183777724
"",23.1653543307087,104.363585348491
"",26.7727272727273,121.301721560812
"",7.33333333333333,40.8278489394391
"",27.3461538461538,179.774728785115
"",49.9555555555556,299.861665734239
"",37.6315789473684,151.043971774188
"",60.3,276.068122312455
"",0.666666666666667,4.13655788199695
"",0.666666666666667,4.13655788199695
"",0,0
"",30.3048780487805,124.326900483978
"",0.666666666666667,5.80993632777242
"",1.66666666666667,12.1534670482311
"",2.66666666666667,19.6306132190134
"",1,7.87821526877089
"",10.1,44.0409781627669
"",21.53125,89.8273680349258
"",42.3088235294118,202.699691489727
"",33.1748633879781,133.485450083879
"",30.8,115.383926869982
"",12.8709677419355,53.9905985103477
"",0.333333333333333,2.06827894099848
"",29.0196078431373,120.15953795973
"",29.8923076923077,113.09892787174
"",0.666666666666667,5.80993632777242
"",18.5,69.1101960718233
"",10.448275862069,56.4298291420419
"",15.0909090909091,71.612370451574
"",5.14285714285714,33.9713149099659
"",10.5172413793103,51.5044662394416
"",29.4325581395349,115.591206060922
"",0.666666666666667,5.80993632777242
"",1,7.87821526877089
"",1,7.87821526877089
"",1,6.65316936042054
"",1,7.62463280473968
"",33.5555555555556,138.029375244899
"",34,137.55876435839
"",33.4814814814815,131.620821355907
"",3.25,18.754270750848
"",0,0
"",1,10.4642247682282
"",32.7014925373134,134.722755050103
"",39.4367816091954,134.638887903849
"",1.83333333333333,11.0700005942447
"",0.666666666666667,5.80993632777242
"",0.333333333333333,2.06827894099848
"",35.6315789473684,135.447660184854
"",32.7368421052632,133.711953447961
"",14,47.394268886843
"",11.9285714285714,61.5102216281798
"",31.030303030303,129.154673154465
"",14.1142857142857,62.1689913170008
"",2,13.2106663733936
"",0.666666666666667,5.80993632777242
"",0.666666666666667,5.80993632777242
"",0.666666666666667,5.80993632777242
"",1,8.326547806196
"",1,8.326547806196
"",1,11.2249721603218
"",2.94444444444444,23.7550249909562
"",32.1212121212121,121.767950655382
"",0.666666666666667,5.80993632777242
"",0.666666666666667,5.80993632777242
"",9,33.2322163329674
"",1,7.87821526877089
"",31.952380952381,127.724457743471
"",1,7.87821526877089
"",32.2666666666667,105.944781527762
"",35.6543209876543,135.520596317048
"",8.17647058823529,42.9745339623674
"",33.6666666666667,130.785505041185
"",30.3324396782842,117.593256973883
"",1.5,11.8120543804063
"",6.29411764705882,36.310685900045
"",36.4795321637427,137.64276417961
"",1,7.87821526877089
"",37.0810810810811,144.773110102911
